,title,year,vote_count,vote_average,popularity,genres,Science Fiction,Action,War,Adventure,Horror,Thriller,History,Documentary,Romance,Music,Drama,Animation,Mystery,Western,TV Movie,Fantasy,Comedy,Crime,Family
1171,Alien,1979,4564,7,23.37742,"['Horror', 'Action', 'Thriller', 'Science Fiction']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,Army of Darkness,1992,852,7,10.704612,"['Fantasy', 'Horror', 'Comedy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1176,Psycho,1960,2405,8,36.826309,"['Drama', 'Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1177,The Blues Brothers,1980,1092,7,10.076901,"['Music', 'Comedy', 'Action', 'Crime']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1178,The Godfather: Part II,1974,3418,8,36.629307,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1179,Full Metal Jacket,1987,2595,7,13.94148,"['Drama', 'War']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1182,Amadeus,1984,1107,7,12.677592,"['Drama', 'History', 'Music']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1184,Once Upon a Time in America,1984,1104,8,32.182851,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1185,Raging Bull,1980,968,7,8.868558,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1186,Annie Hall,1977,1044,7,18.146043,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1189,Das Boot,1981,623,7,8.80338,"['Action', 'Drama', 'History', 'War', 'Adventure']",0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1190,The Sting,1973,639,7,12.016821,"['Comedy', 'Crime', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1193,The Seventh Seal,1957,569,7,6.47828,"['Fantasy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1195,The Terminator,1984,4208,7,19.293562,"['Action', 'Thriller', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Manhattan,1979,600,7,12.050759,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1201,Dead Poets Society,1989,2786,8,19.905716,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1202,The Graduate,1967,855,7,12.057829,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1204,La Femme Nikita,1990,511,7,6.586401,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,The Bridge on the River Kwai,1957,554,7,8.851646,"['Drama', 'History', 'War']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1207,Chinatown,1974,939,7,12.29227,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1213,The Shining,1980,3890,8,19.611589,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Stand by Me,1986,1568,7,15.206957,"['Crime', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1215,M,1931,465,8,12.752421,"['Drama', 'Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1216,Evil Dead II,1987,760,7,13.520764,"['Horror', 'Comedy', 'Fantasy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1217,The Great Escape,1963,731,7,14.384114,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1218,The Deer Hunter,1978,943,7,7.729445,"['Drama', 'War']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,Groundhog Day,1993,2358,7,12.989627,"['Romance', 'Fantasy', 'Drama', 'Comedy']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1221,Unforgiven,1992,1133,7,10.942149,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1225,Back to the Future,1985,6239,8,25.778509,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1229,Akira,1988,792,7,10.888917,"['Science Fiction', 'Animation']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1230,Highlander,1986,642,6,16.870392,"['Adventure', 'Action', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1233,Young Frankenstein,1974,880,7,9.339316,"['Comedy', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1236,The Great Dictator,1940,756,8,9.241748,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1237,Fantasia,1940,831,7,8.03796,"['Animation', 'Family', 'Music']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1242,Ben-Hur,1959,660,7,14.319743,"['Action', 'Adventure', 'Drama', 'History']",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1246,Indiana Jones and the Last Crusade,1989,3221,7,14.788987,"['Adventure', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Gandhi,1982,730,7,12.383755,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1258,Butch Cassidy and the Sundance Kid,1969,659,7,6.714577,"['History', 'Drama', 'Western', 'Crime']",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1261,When Harry Met Sally...,1989,974,7,8.34322,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1273,Alien³,1992,1664,6,17.126768,"['Science Fiction', 'Action', 'Horror']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,An American Werewolf in London,1981,571,7,13.390802,"['Horror', 'Comedy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1286,The Birds,1963,959,7,11.591462,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Dracula,1992,1087,7,16.777675,"['Romance', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1295,Cape Fear,1991,692,7,10.302735,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1297,Carrie,1976,977,7,9.277692,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,A Nightmare on Elm Street,1984,1212,7,13.694713,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,The Omen,1976,485,7,16.641277,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Star Trek: First Contact,1996,671,7,8.808497,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Jingle All the Way,1996,583,5,7.898202,"['Family', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1318,101 Dalmatians,1996,722,5,11.470748,"['Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1321,Die Hard 2,1990,1920,6,18.785984,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Star Trek: The Motion Picture,1979,541,6,8.277765,"['Science Fiction', 'Adventure', 'Mystery']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1325,Star Trek II: The Wrath of Khan,1982,688,7,7.160236,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Star Trek III: The Search for Spock,1984,443,6,6.197298,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Star Trek IV: The Voyage Home,1986,490,6,12.596956,"['Science Fiction', 'Adventure']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Batman Returns,1992,1706,6,15.001681,"['Action', 'Fantasy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1331,Grease,1978,1633,7,7.854899,['Romance'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1338,Jaws,1975,2628,7,19.726114,"['Horror', 'Thriller', 'Adventure']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Mars Attacks!,1996,1544,6,15.63424,"['Comedy', 'Fantasy', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1344,Jerry Maguire,1996,941,6,11.807601,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1345,Raising Arizona,1987,548,7,14.011415,"['Comedy', 'Crime']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1356,Scream,1996,1520,7,13.326443,"['Crime', 'Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1357,The Last of the Mohicans,1992,747,7,15.228794,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1383,Dante's Peak,1997,445,5,7.240753,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Lost Highway,1997,572,7,8.449722,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1409,Donnie Brasco,1997,1175,7,12.201954,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1425,Liar Liar,1997,1456,6,10.102471,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1436,Anaconda,1997,624,4,14.386089,"['Adventure', 'Horror', 'Thriller']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Austin Powers: International Man of Mystery,1997,1033,6,11.749159,"['Science Fiction', 'Comedy', 'Crime']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1460,The Fifth Element,1997,3962,7,24.30526,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1474,The Lost World: Jurassic Park,1997,2528,6,0.788123,"['Adventure', 'Action', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,Con Air,1997,1289,6,11.545982,"['Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1486,Speed 2: Cruise Control,1997,439,4,11.268531,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,Batman & Robin,1997,1447,4,17.038824,"['Action', 'Crime', 'Fantasy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1495,Hercules,1997,1741,7,14.048694,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
1498,My Best Friend's Wedding,1997,606,6,4.678572,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1502,Face/Off,1997,1612,6,11.467391,"['Action', 'Crime', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1508,Men in Black,1997,4521,6,15.781024,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1512,Contact,1997,1338,7,14.374866,"['Drama', 'Science Fiction', 'Mystery']",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1515,Conan the Barbarian,1982,663,6,10.52008,"['Adventure', 'Fantasy', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516,George of the Jungle,1997,508,5,9.559685,"['Adventure', 'Comedy', 'Family', 'Romance']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1518,Event Horizon,1997,752,6,11.335072,"['Horror', 'Science Fiction', 'Mystery']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1525,Conspiracy Theory,1997,440,6,14.261798,"['Action', 'Drama', 'Mystery', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1535,Air Force One,1997,859,6,12.173291,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,The Hunt for Red October,1990,971,7,15.91126,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,L.A. Confidential,1997,1340,7,10.989442,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1545,Seven Years in Tibet,1997,644,7,11.483493,"['Adventure', 'Drama', 'History']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1551,The Game,1997,1556,7,14.825587,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1561,Chasing Amy,1997,441,6,12.311564,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1566,I Know What You Did Last Summer,1997,698,5,7.417157,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1567,The Devil's Advocate,1997,1414,7,10.920124,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1575,Gattaca,1997,1846,7,12.89312,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1587,Bean,1997,602,6,12.799853,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1595,Boogie Nights,1997,812,7,7.595679,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1598,Starship Troopers,1997,1584,6,14.412644,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,The Truman Show,1998,4702,7,13.155901,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1609,The Jackal,1997,536,6,11.131917,"['Action', 'Thriller', 'Adventure', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1610,Anastasia,1997,1481,7,11.911173,"['Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1612,Alien: Resurrection,1997,1388,5,15.57784,"['Science Fiction', 'Horror', 'Action']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,Flubber,1997,707,5,7.016942,"['Comedy', 'Family', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1624,Good Will Hunting,1997,2880,7,15.064833,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1627,Home Alone 3,1997,632,5,8.04209,"['Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1635,Scream 2,1997,856,6,11.264845,"['Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1639,Titanic,1997,7770,7,26.88907,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1640,Tomorrow Never Dies,1997,941,6,17.159576,"['Adventure', 'Action', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,Jackie Brown,1997,1580,7,16.415498,"['Comedy', 'Crime', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1650,The Big Lebowski,1998,3001,7,15.952524,"['Comedy', 'Crime']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1661,Dark City,1998,838,7,12.851984,"['Mystery', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1683,The Wedding Singer,1998,603,6,8.884035,"['Romance', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1684,Sphere,1998,483,5,7.124735,['Science Fiction'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,As Good as It Gets,1997,946,7,9.374049,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1702,The Man in the Iron Mask,1998,1052,6,7.960605,"['Action', 'Adventure', 'Drama']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1704,Wild Things,1998,454,6,13.924623,['Thriller'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,City of Angels,1998,537,6,8.228219,"['Drama', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1767,Deep Impact,1998,870,5,11.644633,"['Action', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1773,Godzilla,1998,1075,5,11.295121,"['Science Fiction', 'Action', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Fear and Loathing in Las Vegas,1998,1321,7,9.220346,"['Adventure', 'Drama', 'Comedy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1798,Mulan,1998,2089,7,21.180857,"['Animation', 'Family', 'Adventure']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1800,The X Files,1998,494,6,12.311615,"['Mystery', 'Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1802,Doctor Dolittle,1998,705,5,9.439079,"['Comedy', 'Family', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1808,Armageddon,1998,2540,6,13.235112,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Lethal Weapon 4,1998,782,6,14.470551,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1811,Small Soldiers,1998,522,6,10.03936,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1812,Pi,1998,600,7,10.621362,"['Mystery', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1814,There's Something About Mary,1998,1616,6,11.688958,"['Romance', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1844,The French Connection,1971,435,7,6.694959,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1845,Rocky,1976,1843,7,14.774066,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1846,Kramer vs. Kramer,1979,483,7,9.741644,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1852,Rain Man,1988,1762,7,11.267467,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1858,Labyrinth,1986,618,7,13.009688,"['Adventure', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1859,The Breakfast Club,1985,2189,7,12.627678,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1865,Friday the 13th,1980,622,6,12.146747,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,Halloween,1978,1066,7,13.672759,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Child's Play,1988,605,6,19.827546,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,Poltergeist,1982,811,7,11.776326,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,The Exorcist,1973,2046,7,12.137595,"['Drama', 'Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1891,Lethal Weapon,1987,1367,7,13.183804,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1892,Lethal Weapon 2,1989,1066,6,12.834276,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1893,Lethal Weapon 3,1992,824,6,10.786007,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1894,Gremlins,1984,1629,6,11.333125,"['Fantasy', 'Horror', 'Comedy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1895,Gremlins 2: The New Batch,1990,664,6,14.383185,"['Comedy', 'Horror', 'Fantasy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1896,The Goonies,1985,1563,7,14.280703,"['Adventure', 'Comedy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1897,The Mask of Zorro,1998,1211,6,11.348096,"['Action', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Metropolis,1927,666,8,14.487867,"['Drama', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1902,Back to the Future Part II,1989,3926,7,13.689855,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1903,Back to the Future Part III,1990,2978,7,13.043999,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1909,Bambi,1942,1450,6,13.698132,"['Animation', 'Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1910,Seven Samurai,1954,892,8,15.01777,"['Action', 'Drama']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1912,Dune,1984,576,6,9.261189,"['Action', 'Science Fiction', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,The Godfather: Part III,1990,1589,7,17.185349,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1919,Saving Private Ryan,1998,5148,7,21.758054,"['Drama', 'History', 'War']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1943,Hocus Pocus,1993,491,6,10.390708,"['Comedy', 'Family', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1945,"Honey, I Shrunk the Kids",1989,756,6,12.358786,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1949,The Negotiator,1998,593,6,7.65502,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1950,The Parent Trap,1998,768,6,7.768828,"['Comedy', 'Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1967,Blue Velvet,1986,758,7,7.882247,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1969,The Jungle Book,1967,1791,7,22.845448,"['Family', 'Animation', 'Adventure']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1971,Lady and the Tramp,1955,1241,6,12.994387,"['Family', 'Animation']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1972,The Little Mermaid,1989,1921,7,17.496832,"['Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1976,One Hundred and One Dalmatians,1961,1643,6,15.727519,"['Adventure', 'Animation', 'Comedy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1978,Peter Pan,1953,1380,7,16.861533,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1981,The Rescuers,1977,609,6,11.32442,"['Fantasy', 'Family', 'Animation', 'Adventure']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1983,The Return of Jafar,1994,447,5,12.099799,"['Family', 'Adventure', 'Animation', 'Romance']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1987,Sleeping Beauty,1959,1332,6,14.276169,"['Fantasy', 'Animation', 'Romance', 'Family']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1996,Tron,1982,717,6,16.574021,"['Science Fiction', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Indiana Jones and the Temple of Doom,1984,2841,7,15.802306,"['Adventure', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,The Addams Family,1991,871,6,12.962525,"['Horror', 'Comedy', 'Fantasy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2035,Sixteen Candles,1984,455,6,6.683723,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2051,Rosemary's Baby,1968,892,7,11.504558,"['Horror', 'Drama', 'Mystery']",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2052,The NeverEnding Story,1984,1031,7,14.225919,"['Drama', 'Family', 'Fantasy', 'Adventure']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2058,Blade,1998,1950,6,15.043454,"['Horror', 'Action']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
